V1,V2,V3,V4,V5
*_SCFLD2_0127019,<nnxnp>,0,0,np,nn,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,nn,np,nn,np,nn,nn,np,np,np,np,nn,nn,np,np,np,np,nn,np,np,np,np,nn,np,nn,np,np,nn,np,nn,np,nn,nn,nn,nn,nn,np,nn,np,np,np,nn,nn,nn,np,np,np,nn,np,np,np,nn,nn,np,nn,np,np,nn,np,np,np,np,nn,nn,nn,nn,nn,np,nn,np,nn,np,np,nn,np,np,nn,nn
*_SCFLD2_0127031,<hkxhk>,0,0,--,--,--,--,hk,--,kk,--,--,hk,kk,hk,--,hk,--,--,hk,hk,--,hk,--,hk,--,--,hk,--,hk,--,hh,kk,--,--,--,hk,kk,hh,kk,--,--,--,hk,--,--,hk,kk,kk,kk,hk,hk,hk,hk,--,--,kk,hk,kk,--,--,hh,hk,hh,hk,--,hk,--,hh,hk,--,hh,--,hh,hk,hh,--,--,--,--,--,--,hk,hk,--,kk,--,--,--,hh,--,kk,kk
*_SCFLD2_0127067,<lmxll>,0,0,ll,lm,ll,lm,lm,lm,ll,lm,ll,lm,ll,ll,lm,lm,ll,lm,ll,lm,ll,ll,lm,ll,ll,ll,lm,lm,ll,ll,lm,ll,ll,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,lm,ll,lm,ll,ll,lm,ll,lm,ll,ll,ll,lm,lm,lm,ll,lm,lm,ll,lm,lm,lm,lm,lm,lm,ll,lm,lm,lm,ll,lm,lm,lm,ll,lm,ll,ll,lm,lm,lm,lm,lm,ll,ll
*_SCFLD2_0184088,<hkxhk>,1,1,--,hk,--,--,--,--,--,--,--,--,kk,hh,hk,hk,hk,hk,--,hk,kk,hk,hh,--,hk,--,hk,hh,kk,hk,hh,--,--,--,hk,hk,kk,hh,kk,hh,--,--,--,kk,--,--,--,kk,--,--,hk,hk,hk,hk,hh,kk,hk,--,--,--,hh,hk,hh,hk,hh,--,hk,--,--,--,hh,--,hh,hk,hh,--,--,kk,--,hk,hk,--,hk,--,kk,hh,--,--,hh,--,kk,--
*_SCFLD2_0241700,<nnxnp>,1,1,np,nn,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,nn,np,nn,np,nn,nn,np,np,np,np,nn,nn,np,nn,np,np,nn,np,np,np,np,nn,np,nn,np,np,nn,np,nn,np,nn,nn,nn,nn,nn,np,nn,np,np,np,nn,nn,nn,np,np,np,nn,np,np,np,nn,np,np,nn,np,np,nn,np,np,np,np,nn,nn,nn,nn,nn,np,nn,np,nn,np,np,nn,np,np,nn,nn
*_SCFLD2_0241707,<lmxll>,1,1,ll,lm,ll,lm,lm,lm,ll,lm,ll,lm,ll,ll,lm,lm,ll,lm,ll,lm,ll,ll,lm,ll,ll,ll,lm,lm,ll,ll,lm,ll,ll,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,lm,ll,lm,ll,ll,lm,ll,lm,ll,ll,ll,lm,lm,lm,ll,lm,lm,ll,lm,lm,lm,lm,lm,lm,ll,lm,lm,lm,ll,lm,lm,lm,ll,lm,ll,ll,lm,lm,lm,lm,lm,ll,ll
*_SCFLD2_0402669,<hkxhk>,1,1,hk,--,kk,--,--,--,kk,hh,--,hk,kk,--,--,hk,hk,hk,hh,hk,kk,hk,--,hk,--,--,--,--,--,hk,hh,--,hk,--,--,hk,kk,hh,kk,hh,--,hk,--,--,hh,hk,kk,kk,kk,--,hk,hk,--,hk,hh,kk,hk,kk,--,--,hh,hk,hh,--,hh,hk,hk,hh,hk,hh,hh,--,hh,hk,hh,--,--,kk,hk,hk,hk,--,--,--,--,hh,hh,hk,hh,--,kk,kk
*_SCFLD2_0437719,<hkxhk>,1,1,--,--,--,--,hk,--,kk,hh,--,hk,kk,hk,hk,hk,--,hk,--,hk,kk,--,hh,hk,hk,--,hk,--,kk,hk,hh,kk,hk,--,hh,--,kk,hh,kk,hh,--,--,hk,kk,hh,hk,--,kk,kk,--,hk,hk,hk,hk,hh,kk,hk,kk,--,--,hh,--,--,hk,--,hk,hk,hh,hk,hh,--,hk,hh,hk,hh,hh,--,--,--,--,hk,--,--,--,kk,hh,hh,--,hh,--,kk,kk
*_SCFLD2_0676120,<nnxnp>,0,0,nn,np,np,np,np,nn,np,nn,np,np,np,nn,np,np,nn,np,nn,np,np,nn,nn,nn,nn,np,np,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,np,nn,nn,np,nn,np,nn,np,np,np,np,np,nn,np,nn,nn,nn,np,np,np,nn,nn,nn,np,nn,nn,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,np,np,np,np,nn,np,nn,np,nn,nn,np,nn,nn,np,np
*_SCFLD2_0965766,<hkxhk>,1,1,hk,--,--,--,hk,hh,kk,hh,--,hk,--,--,--,hk,--,hk,hh,hk,--,hk,--,hk,hk,--,hk,hh,--,hk,--,--,--,hh,hh,--,kk,--,--,hh,--,--,hk,--,hh,hk,--,kk,kk,hk,hk,hk,--,--,hh,--,--,kk,hk,--,hh,--,hk,hk,--,--,hk,hh,hk,--,hh,--,hh,hk,--,--,--,kk,hk,--,--,--,hk,--,--,--,hh,hk,hh,hk,--,kk
